Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Dia,27-junio-2026,27-junio-2026.1,27-junio-2026.2,27-junio-2026.3,27-junio-2026.4,27-junio-2026.5,27-junio-2026.6,27-junio-2026.7,27-junio-2026.8,27-junio-2026.9,27-junio-2026.10,27-junio-2026.11,27-junio-2026.12,27-junio-2026.13,27-junio-2026.14,27-junio-2026.15,27-junio-2026.16,27-junio-2026.17,27-junio-2026.18,27-junio-2026.19,27-junio-2026.20,27-junio-2026.21,27-junio-2026.22,27-junio-2026.23,27-junio-2026.24,27-junio-2026.25,27-junio-2026.26,27-junio-2026.27,27-junio-2026.28,27-junio-2026.29,27-junio-2026.30,27-junio-2026.31,27-junio-2026.32,27-junio-2026.33,27-junio-2026.34,27-junio-2026.35,27-junio-2026.36,27-junio-2026.37,27-junio-2026.38,27-junio-2026.39,27-junio-2026.40,27-junio-2026.41,27-junio-2026.42,27-junio-2026.43,27-junio-2026.44,27-junio-2026.45,27-junio-2026.46,27-junio-2026.47,27-junio-2026.48,27-junio-2026.49,27-junio-2026.50,27-junio-2026.51,27-junio-2026.52,27-junio-2026.53,27-junio-2026.54,27-junio-2026.55,27-junio-2026.56,27-junio-2026.57,27-junio-2026.58,27-junio-2026.59,27-junio-2026.60,27-junio-2026.61,27-junio-2026.62,27-junio-2026.63,27-junio-2026.64,27-junio-2026.65,27-junio-2026.66,27-junio-2026.67,27-junio-2026.68,27-junio-2026.69,27-junio-2026.70,27-junio-2026.71,27-junio-2026.72,27-junio-2026.73,27-junio-2026.74,27-junio-2026.75,27-junio-2026.76,27-junio-2026.77,27-junio-2026.78,27-junio-2026.79,27-junio-2026.80,27-junio-2026.81,27-junio-2026.82,27-junio-2026.83,27-junio-2026.84,27-junio-2026.85,27-junio-2026.86,27-junio-2026.87,27-junio-2026.88,27-junio-2026.89,27-junio-2026.90,27-junio-2026.91,27-junio-2026.92,27-junio-2026.93,27-junio-2026.94,27-junio-2026.95,27-junio-2026.96,27-junio-2026.97,27-junio-2026.98,27-junio-2026.99,27-junio-2026.100,27-junio-2026.101,27-junio-2026.102,27-junio-2026.103,27-junio-2026.104,27-junio-2026.105,27-junio-2026.106,27-junio-2026.107,27-junio-2026.108,27-junio-2026.109,27-junio-2026.110,27-junio-2026.111,27-junio-2026.112,27-junio-2026.113,27-junio-2026.114,27-junio-2026.115,27-junio-2026.116,27-junio-2026.117,27-junio-2026.118,27-junio-2026.119,27-junio-2026.120,27-junio-2026.121,27-junio-2026.122,27-junio-2026.123,27-junio-2026.124,27-junio-2026.125,27-junio-2026.126,27-junio-2026.127,27-junio-2026.128,27-junio-2026.129,27-junio-2026.130,27-junio-2026.131,27-junio-2026.132,27-junio-2026.133,27-junio-2026.134,27-junio-2026.135,27-junio-2026.136,27-junio-2026.137,27-junio-2026.138,27-junio-2026.139,27-junio-2026.140,27-junio-2026.141,27-junio-2026.142,27-junio-2026.143,27-junio-2026.144,27-junio-2026.145,27-junio-2026.146,27-junio-2026.147,27-junio-2026.148,27-junio-2026.149,27-junio-2026.150,27-junio-2026.151,27-junio-2026.152,27-junio-2026.153,27-junio-2026.154,27-junio-2026.155,27-junio-2026.156,27-junio-2026.157,27-junio-2026.158,27-junio-2026.159,27-junio-2026.160,27-junio-2026.161,27-junio-2026.162,27-junio-2026.163,27-junio-2026.164,27-junio-2026.165,27-junio-2026.166,27-junio-2026.167,27-junio-2026.168,27-junio-2026.169,27-junio-2026.170,27-junio-2026.171,27-junio-2026.172,27-junio-2026.173,27-junio-2026.174,27-junio-2026.175,27-junio-2026.176,27-junio-2026.177,27-junio-2026.178,27-junio-2026.179,27-junio-2026.180,27-junio-2026.181,27-junio-2026.182,27-junio-2026.183,27-junio-2026.184,27-junio-2026.185,27-junio-2026.186,27-junio-2026.187,27-junio-2026.188,27-junio-2026.189,27-junio-2026.190,27-junio-2026.191
Subir,EV,Blq. 9,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,0","31,20","14,0","22,90","18,0","20,50","21,0","21,80","92,0","16,90","25,0","18,80","92,0","20,10","25,0","20,00","92,0","21,20","92,0","21,30","92,0","21,30","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,40","92,0","21,30","92,0","20,50","10,0","58,60","10,0","52,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,EV,Blq.10,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,0","31,80","10,0","40,10","10,0","42,50","10,0","41,20","112,0","22,30","25,0","19,80","25,0","20,50","25,0","21,00","25,0","21,70","25,0","21,90","25,0","21,90","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","22,00","25,0","21,90","25,0","21,90","25,0","21,90","25,0","21,80","25,0","21,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,EV,Blq.11,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,0","47,50","112,0","23,90","25,0","21,50","112,0","25,00","25,0","22,70","25,0","22,90","25,0","22,90","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","23,00","25,0","22,90","25,0","22,90","25,0","22,90","25,0","22,80","25,0","22,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,EV,Blq.12,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,0","52,00","112,0","25,50","10,0","55,00","112,0","26,50","112,0","26,70","112,0","26,70","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,80","112,0","26,70","112,0","26,70","112,0","26,70","112,0","26,60","112,0","25,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,EV,Blq.13,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,0","56,30",,,"10,0","59,20","10,0","59,60","10,0","59,80","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","60,00","10,0","59,90","10,0","59,80","10,0","59,80","10,0","59,60","10,0","57,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,EVM,Blq. 1,Indivisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,0","4,82","159,0","0,75","161,0","0,38","163,0","0,28","164,0","0,00","165,0","0,00","166,0","0,00","166,0","0,00","167,0","0,00","167,0","0,00","167,0","0,00","167,0","0,00","167,0","0,00","167,0","0,00","166,0","0,00","166,0","0,00","166,0","0,00","166,0","0,00","166,0","0,00","166,0","0,00","166,0","0,00","166,0","0,00","165,0","0,00","165,0","0,00","164,0","0,00","164,0","0,00","163,0","0,00","162,0","0,00","161,0","0,00","159,0","0,00","157,0","0,00","154,0","0,15","148,0","0,20","142,0","0,22","135,0","0,42","127,0","2,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GAL,Blq. 1,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,0","0,37","33,0","0,24","33,0","0,19","33,0","0,19","34,0","0,19","34,0","0,19","34,0","0,19","34,0","0,19","34,0","0,19","34,0","0,19","34,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","35,0","0,19","34,0","0,19","34,0","0,19","33,0","0,19","33,0","0,19","32,0","0,19","31,0","0,19","30,0","0,19","29,0","0,19","28,0","0,19","27,0","0,19","26,0","0,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GAL,Blq. 2,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,0","0,57","33,0","0,44","33,0","0,39","33,0","0,39","34,0","0,39","34,0","0,39","34,0","0,39","34,0","0,39","34,0","0,39","34,0","0,39","34,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","35,0","0,39","34,0","0,39","34,0","0,39","33,0","0,39","33,0","0,39","32,0","0,39","31,0","0,39","30,0","0,39","29,0","0,39","28,0","0,39","27,0","0,39","26,0","0,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GAL,Blq. 3,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,0","0,77","33,0","0,64","33,0","0,59","33,0","0,59","34,0","0,59","34,0","0,59","34,0","0,59","34,0","0,59","34,0","0,59","34,0","0,59","34,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","35,0","0,59","34,0","0,59","34,0","0,59","33,0","0,59","33,0","0,59","32,0","0,59","31,0","0,59","30,0","0,59","29,0","0,59","28,0","0,59","27,0","0,59","26,0","0,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GAL,Blq. 4,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,0","0,97","33,0","0,84","33,0","0,79","33,0","0,79","34,0","0,79","34,0","0,79","34,0","0,79","34,0","0,79","34,0","0,79","34,0","0,79","34,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","35,0","0,79","34,0","0,79","34,0","0,79","33,0","0,79","33,0","0,79","32,0","0,79","31,0","0,79","30,0","0,79","29,0","0,79","28,0","0,79","27,0","0,79","26,0","0,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GAL,Blq. 5,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,0","1,17","33,0","1,04","35,0","0,99","37,0","0,99","34,0","0,99","35,0","0,99","35,0","0,99","36,0","0,99","36,0","0,99","37,0","0,99","38,0","0,99","35,0","0,99","36,0","0,99","36,0","0,99","37,0","0,99","37,0","0,99","38,0","0,99","38,0","0,99","37,0","0,99","36,0","0,99","35,0","0,99","37,0","0,99","35,0","0,99","37,0","0,99","33,0","0,99","34,0","0,99","34,0","0,99","33,0","0,99","33,0","0,99","32,0","0,99","30,0","0,99","28,0","1,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GDF,Blq. 1,Divisible,,,,"80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00","80,0","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq. 1,Divisible,,"1,0","3,32","1,0","2,18","1,0","0,75","1,0","0,75","1,0","0,75","1,0","0,75","1,0","0,75","1,0","0,75","2,0","0,75","2,0","0,75","2,0","0,75","2,0","0,75","3,0","0,75","3,0","0,75","3,0","0,75","3,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","4,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","9,0","0,75","24,0","0,75","24,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","12,0","0,75","3,0","0,75","6,0","0,75","6,0","0,75","6,0","0,75","1,0","0,75","1,0","0,75","33,0","4,76","33,0","5,03","0,0","0,00","0,0","0,00","0,0","0,00","33,0","5,58","0,0","0,00","1,0","5,64","33,0","5,55","1,0","0,75"
Subir,GN,Blq. 2,Divisible,,"33,0","4,50","1,0","3,65","1,0","2,43","1,0","2,43","1,0","2,43","1,0","2,43","1,0","2,43","1,0","2,43","2,0","2,43","2,0","2,43","2,0","2,43","2,0","2,43","3,0","2,43","3,0","2,43","3,0","2,43","3,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","4,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","3,0","0,90","24,0","2,43","24,0","2,43","6,0","1,18","6,0","1,40","6,0","1,28","6,0","1,84","18,0","2,43","12,0","2,43","18,0","2,52","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","12,0","2,43","18,0","2,43","6,0","1,67","12,0","1,26","3,0","1,45","6,0","2,43","6,0","2,43","6,0","2,43","1,0","2,43","1,0","2,43","19,0","5,31","19,0","5,67","14,0","5,66","14,0","5,68","14,0","4,05","19,0","6,44","33,0","5,58","33,0","5,67","1,0","5,81","1,0","3,14"
Subir,GN,Blq. 3,Divisible,,"1,0","4,63","1,0","5,12","1,0","4,11","1,0","4,11","1,0","4,11","1,0","4,11","1,0","4,11","1,0","4,11","2,0","4,11","2,0","4,11","2,0","4,11","2,0","4,11","3,0","4,11","3,0","4,11","3,0","4,11","3,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","4,0","4,11","12,0","4,11","12,0","4,11","12,0","4,11","9,0","2,43","24,0","4,11","24,0","4,11","6,0","1,22","6,0","1,55","6,0","1,37","18,0","2,43","6,0","2,81","6,0","2,64","6,0","3,21","6,0","2,90","6,0","2,94","6,0","2,95","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,97","6,0","2,96","6,0","2,96","6,0","2,95","6,0","2,93","6,0","2,74","6,0","2,85","6,0","2,77","6,0","1,89","12,0","2,43","3,0","2,43","6,0","4,11","6,0","4,11","6,0","4,11","1,0","4,11","1,0","4,11","7,0","6,49","1,0","6,56","1,0","9,74","1,0","9,71","1,0","11,99","14,0","6,69","19,0","6,44","19,0","6,57","19,0","6,39","1,0","5,53"
Subir,GN,Blq. 4,Divisible,,"19,0","4,94","33,0","5,36","1,0","5,79","1,0","5,79","1,0","5,79","1,0","5,79","1,0","5,79","1,0","5,79","2,0","5,79","2,0","5,79","2,0","5,79","2,0","5,79","3,0","5,79","3,0","5,79","3,0","5,79","3,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","4,0","5,79","12,0","5,79","12,0","5,79","12,0","5,79","3,0","2,56","24,0","5,79","24,0","5,79","12,0","2,43","12,0","2,43","12,0","2,43","6,0","3,36","6,0","3,71","6,0","3,39","18,0","4,11","6,0","3,77","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","18,0","4,11","6,0","3,73","6,0","3,72","6,0","3,69","6,0","3,42","6,0","3,58","6,0","3,75","12,0","2,43","12,0","2,87","3,0","3,03","6,0","5,79","6,0","5,79","6,0","5,79","1,0","5,79","1,0","5,79","33,0","6,66","33,0","6,92","1,0","10,85","1,0","10,82","1,0","12,78","1,0","8,29","14,0","6,69","1,0","7,33","33,0","7,44","33,0","6,13"
Subir,GN,Blq. 5,Divisible,,"1,0","5,94","19,0","6,14","33,0","6,45","1,0","7,47","33,0","6,13","33,0","6,89","33,0","7,45","1,0","7,47","2,0","7,47","2,0","7,47","2,0","7,47","2,0","7,47","3,0","7,47","3,0","7,47","3,0","7,47","3,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","4,0","7,47","12,0","7,47","12,0","7,47","12,0","7,47","9,0","4,11","24,0","7,47","24,0","7,47","6,0","2,80","6,0","2,99","6,0","2,88","6,0","3,68","18,0","4,19","18,0","4,11","6,0","4,54","18,0","4,27","6,0","4,31","6,0","4,31","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,33","6,0","4,32","12,0","4,11","12,0","4,11","12,0","4,11","18,0","4,13","18,0","4,23","18,0","4,16","6,0","3,22","12,0","4,11","3,0","4,11","6,0","7,47","6,0","7,47","33,0","6,60","33,0","6,72","33,0","6,13","1,0","6,91","7,0","6,99","1,0","11,96","1,0","11,93","1,0","13,57","1,0","9,61","1,0","8,26","33,0","7,57","1,0","7,48","19,0","7,20"
Subir,GN,Blq. 6,Divisible,,"7,0","5,99","1,0","6,59","1,0","7,47","33,0","7,58","19,0","7,20","1,0","7,47","1,0","7,47","33,0","8,07","33,0","7,88","33,0","8,09","33,0","8,10","33,0","8,29","33,0","8,17","33,0","8,34","33,0","8,34","33,0","8,10","33,0","8,09","33,0","8,07","33,0","8,07","33,0","8,07","33,0","8,09","33,0","8,09","33,0","8,07","33,0","8,09","33,0","8,07","33,0","8,02","33,0","8,02","33,0","8,34","33,0","8,09","33,0","8,60","12,0","9,15","3,0","4,22","33,0","8,15","24,0","9,15","6,0","2,83","6,0","3,11","6,0","2,96","12,0","4,11","6,0","5,17","6,0","4,69","6,0","5,38","6,0","5,02","6,0","5,07","6,0","5,08","6,0","5,11","6,0","5,11","6,0","5,11","6,0","5,11","6,0","5,07","6,0","5,07","6,0","5,07","6,0","5,07","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,07","6,0","5,07","6,0","5,07","6,0","5,07","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,03","6,0","5,02","6,0","4,32","6,0","4,31","6,0","4,30","6,0","4,72","6,0","4,85","6,0","5,21","6,0","3,41","12,0","4,48","3,0","4,61","6,0","9,15","33,0","8,15","6,0","7,47","1,0","7,47","19,0","7,20","15,0","7,71","1,0","7,41","1,0","13,07","1,0","13,04","1,0","14,36","1,0","10,93","1,0","9,58","7,0","8,20","7,0","7,96","1,0","7,92"
Subir,GN,Blq. 7,Divisible,,"33,0","6,39","33,0","7,26","19,0","7,65","1,0","9,15","1,0","7,47","19,0","8,27","19,0","9,04","1,0","9,15","2,0","9,15","2,0","9,15","2,0","9,15","2,0","9,15","3,0","9,15","3,0","9,15","3,0","9,15","3,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","4,0","9,15","12,0","9,15","12,0","9,15","33,0","9,16","9,0","5,79","24,0","9,15","33,0","9,21","12,0","4,11","12,0","4,11","12,0","4,11","6,0","4,88","6,0","5,57","6,0","5,46","18,0","5,87","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","18,0","5,79","6,0","4,98","6,0","4,97","6,0","4,95","18,0","5,79","18,0","5,79","6,0","5,55","12,0","4,11","12,0","5,79","3,0","5,79","33,0","9,36","6,0","9,15","19,0","7,86","19,0","8,03","1,0","7,47","19,0","7,94","14,0","7,96","1,0","14,18","1,0","14,15","1,0","15,15","1,0","12,25","1,0","10,90","14,0","8,56","14,0","8,44","33,0","8,02"
Subir,GN,Blq. 8,Divisible,,"1,0","7,25","7,0","7,62","33,0","8,35","19,0","9,22","33,0","8,02","33,0","8,79","1,0","9,15","19,0","9,89","19,0","9,64","19,0","9,92","19,0","9,95","33,0","10,18","19,0","10,04","33,0","10,24","33,0","10,24","19,0","9,95","19,0","9,92","19,0","9,89","19,0","9,89","19,0","9,89","19,0","9,92","19,0","9,92","19,0","9,89","19,0","9,92","19,0","9,89","19,0","9,83","19,0","9,83","33,0","10,24","19,0","9,92","33,0","10,49","12,0","10,83","3,0","5,88","19,0","10,01","24,0","10,83","12,0","4,44","12,0","4,67","12,0","4,55","6,0","5,15","12,0","5,79","12,0","5,79","6,0","6,81","6,0","6,27","6,0","6,31","6,0","6,32","6,0","6,34","6,0","6,34","6,0","6,34","6,0","6,34","6,0","6,31","6,0","6,31","6,0","6,31","6,0","6,31","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,31","6,0","6,31","6,0","6,31","6,0","6,31","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","6,0","6,27","18,0","5,79","18,0","5,79","18,0","5,79","6,0","6,02","6,0","6,12","12,0","5,79","12,0","4,93","12,0","6,09","3,0","6,19","6,0","10,83","19,0","10,01","33,0","8,49","33,0","8,62","33,0","8,02","1,0","8,51","1,0","8,26","1,0","15,29","1,0","15,26","1,0","15,94","1,0","13,57","1,0","12,22","1,0","9,02","19,0","9,02","14,0","8,99"
